tactics_problem_id	rating	rd	attempt_count	average_seconds	move_count	tags	fen	tag	cluster	full
115559	409	94.52	15992	55	3	Mate in 3+	https://lichess.org/analysis/2R4k/1p4p1/4Bp1p/4bP2/P6P/2p2K2/7r/8_b_-_-	Mate in 3+	8	55. ... Kh7 56. Bg8+ Kh8 57. Bf7+ Kh7 58. Bg6#
142926	411	40.15	3865	17	1	Mate in 1	https://lichess.org/analysis/3rkb1r/pp3ppp/2n5/2P1pb2/8/2P1B3/PnQ1NPPP/5KNR_w_k_-	Mate in 1	9	15. Qxf5 Rd1#
36709	2413	44.44	8347	66	1	Hanging Piece	https://lichess.org/analysis/6k1/pp3pp1/6bp/2rn1N2/5QP1/1R2P2P/P1q5/1K5R_w_-_-	Hanging Piece	4	28. Ka1 Nxf4
109186	407	40.38	4268	28	1	Mate in 1	https://lichess.org/analysis/r3kb1r/pppq1ppp/2n2B2/4p3/4P1b1/2P2Q1N/PP3PPP/RN2KB1R_w_KQkq_-	Mate in 1	9	9. Qg3 Qd1#
66318	584	40.43	28764	23	1	Mate in 1	https://lichess.org/analysis/7k/pp4bp/2p3p1/8/1P1P4/2Q3p1/P1NB3q/5K2_w_-_-	Mate in 1	16	30. Ne1 Qf2#
120182	1174	45.3	62854	60	3	Discovered Attack,Zwischenzug	https://lichess.org/analysis/rnbqk1nr/p2p1p2/2p2b2/1p2p3/4P2p/2NP1P2/PPPQ1BP1/R3KBNR_w_KQkq_-	Zwischenzug	2	12. g3 hxg3 13. Rxh8 gxf2+ 14. Qxf2 Bxh8
53736	1369	45.49	60980	35	2	Decoy / Deflection,Skewer	https://lichess.org/analysis/r3kb1r/1pqb1ppp/p3p3/2Ppn3/1P6/4BN2/P1P2PPP/RN1Q1RK1_b_kq_b3	Skewer	5	11. ... g6 12. Nxe5 Qxe5 13. Bd4
142377	400	40.0	7129	29	2	Fork / Double Attack	https://lichess.org/analysis/2q2rk1/1p3bp1/pP1p1pnp/b2Pn3/P2BPN2/2N3P1/7P/2RQK2R_w_K_-	Fork / Double Attack	8	22. Qd2 Nf3+ 23. Ke2 Nxd2
82990	421	40.15	7719	35	1	Mate in 1	https://lichess.org/analysis/r4k1r/2qn4/bpp1ppQ1/3pP3/1P1P4/8/P5B1/RN2bRK1_w_-_-	Mate in 1	9	23. exf6 Qh2#
190745	400	40.0	4704	17	1	Mate in 1	https://lichess.org/analysis/1r3r1k/3R3R/1p6/6P1/p4P2/6PK/8/8_b_-_-	Mate in 1	9	57. ... Kg8 58. Rdg7#
82419	1426	45.15	58864	91	4	Defense,Hanging Piece,Simplification,Zwischenzug	https://lichess.org/analysis/1r2kb1r/2pq2pp/p1Bp1p2/1P2p3/3NP3/3P3P/PP3PP1/R1Bb1RK1_b_k_-	Simplification	5	15. ... Qxc6 16. Nxc6 Rxb5 17. Rxd1 Kd7 18. a4 Rb6 19. Na5
44436	436	40.15	7780	16	1	Mate in 1	https://lichess.org/analysis/r3k2r/2p2ppp/pp2b3/n2p4/P3n1Pq/P1P1PB1P/3PN3/1RBQK2R_w_Kkq_-	Mate in 1	9	14. Kf1 Qf2#
94770	421	40.62	13957	69	2	Fork / Double Attack	https://lichess.org/analysis/1r1r1bk1/p2n1p1p/4p1p1/2p5/2P2P2/BP3KP1/2N4P/1R1R4_w_-_-	Fork / Double Attack	17	29. Rd3 Ne5+ 30. fxe5 Rxd3+
75792	418	40.0	4276	27	1	Mate in 1	https://lichess.org/analysis/rn1R2k1/1p2nr2/1qp1N1p1/p5Pp/8/2P2Q2/PP3PP1/5RK1_b_-_-	Mate in 1	9	20. ... Kh7 21. Qxf7#
123913	1203	45.73	63813	55	3	Remove the Defender,Simplification	https://lichess.org/analysis/4r1k1/pp2rpp1/2p4p/7b/2PP4/3B4/PnPKNP1P/4R1R1_w_-_-	Simplification	2	26. d5 Nxd3 27. cxd3 Rxe2+ 28. Rxe2 Rxe2+
92355	433	40.46	9775	41	2	Mate in 2	https://lichess.org/analysis/3r4/1p3pk1/2p1p2p/1pN1K1p1/3P4/r5P1/5P2/2R4R_w_-_-	Mate in 2	8	27. Nxb7 Rd5+ 28. Ke4 f5#
34817	1058	45.9	62669	87	5	Endgame Tactics,Pawn Promotion	https://lichess.org/analysis/rr4k1/5p1p/3p4/3P4/4PP2/p2p4/2R2KPP/2R5_w_-_-	Pawn Promotion	14	32. Ra2 Rb2+ 33. Rxb2 axb2 34. Rb1 d2 35. Ke2 Ra1 36. Rxb2 d1=Q+
31523	2850	41.61	3924	57	2	Mate in 2,Mate in 3+,Mating Net	https://lichess.org/analysis/r5k1/2p2p2/4n1p1/1q1N4/4P2Q/p5N1/6PP/2R3K1_b_-_-	Mating Net	4	43. ... a2 44. Qh6 a1=Q 45. Ne7#
28667	898	43.93	60754	22	1	Mate in 1	https://lichess.org/analysis/r1b1k2r/p4pp1/2p4p/8/2nP2n1/2N3q1/PPPKB1PN/R1BQ3R_w_kq_-	Mate in 1	14	17. Bxc4 Qe3#
67711	411	40.15	8384	53	1	Mate in 1	https://lichess.org/analysis/2kr2r1/3qbp1p/p3pn2/1Pp1B3/1n3P2/NP4P1/P2P2QP/R3NRK1_b_-_-	Mate in 1	8	19. ... axb5 20. Qa8#
42833	1236	45.98	64792	57	2	Mate in 2,Mating Net,Vulnerable King	https://lichess.org/analysis/7k/2p3p1/3p4/4p2K/5r1p/3PNn2/PPP2P2/R6r_w_-_-	Vulnerable King	2	25. Rxh1 Kh7 26. Nd5 g6#
90245	400	40.0	3840	19	2	Mate in 2	https://lichess.org/analysis/2k4r/pbp1Rppp/5n2/8/2pr4/3P4/PP3PPP/RNB3K1_w_-_-	Mate in 2	9	16. dxc4 Rd1+ 17. Re1 Rxe1#
28443	1355	45.94	65529	32	1	Discovered Attack,Mate in 2,Mate in 3+,Mating Net,Double Check	https://lichess.org/analysis/7k/pn3R2/2p1r1rB/4P2Q/3qp3/P7/1PP3PP/7K_b_-_-	Double Check	5	33. ... Qxe5 34. Bg7+
84616	660	41.25	33147	21	1	Mate in 1	https://lichess.org/analysis/2Q2R2/p1B3pk/7p/1p1p4/1P6/4n2P/P1q3P1/7K_w_-_-	Mate in 1	17	24. Qe8 Qxg2#
137561	1588	44.99	54572	48	1	Pawn Promotion,Skewer	https://lichess.org/analysis/2k4r/1p3p2/1ppp4/4q3/1PP1P3/3PR1r1/P3K2p/1R1Q3B_w_-_-	Skewer	5	29. Qf1 Rg1
26964	1090	44.97	58326	50	1	Trapped Piece	https://lichess.org/analysis/r1bqk2r/1pp1n1pp/p1pb1p2/4p3/2P1P3/3PBN2/PP3PPP/RN1Q1RK1_b_kq_c3	Trapped Piece	14	8. ... O-O 9. c5
159322	418	40.2	4417	64	1	Mate in 1	https://lichess.org/analysis/6rk/5b1p/p5r1/1p2q1p1/1P2Pp2/P2B1P1Q/2P3R1/6KR_b_-_-	Mate in 1	9	35. ... Be6 36. Qxh7#
36689	2101	45.07	9044	79	2	Hanging Piece	https://lichess.org/analysis/r1b2rk1/5ppp/2p5/p3p3/P1qb4/5Q2/2B2PPP/1RB1R1K1_w_-_-	Hanging Piece	4	25. Ba3 Qxc2 26. Bxf8 Kxf8
192405	1285	45.43	65754	33	2	Basic Checkmates,Mate in 3+,Mating Net,Zwischenzug	https://lichess.org/analysis/5r2/p5k1/2p4p/3p2p1/3R4/2P1q1pP/PP4K1/5Q2_w_-_-	Zwischenzug	5	35. Rd3 Rf2+ 36. Qxf2 Qxf2+
177739	403	40.44	8741	24	2	Mate in 2	https://lichess.org/analysis/6k1/1pp3p1/1p2Q3/8/P7/1P1P4/2Pq1r1P/6RK_b_-_-	Mate in 2	20	31. ... Kh7 32. Qg6+ Kg8 33. Qxg7#
62797	1105	45.82	64067	68	3	Desperado,Zwischenzug	https://lichess.org/analysis/r3kbnr/1ppq1ppp/p7/8/1P2P1b1/2Pp1N2/P2N1PPP/R1BQ1RK1_w_kq_-	Desperado	2	9. Ne5 Bxd1 10. Nxd7 Be2 11. Nxf8 Bxf1
87484	1145	45.71	61736	63	4	Mate in 3+	https://lichess.org/analysis/1k2r2r/2p2nbp/1p1p1qp1/1B1Pp3/4RP2/2P4P/PP1BQP2/2KR4_b_-_-	Mate in 3+	2	22. ... Re7 23. Bc6 Nd8 24. Qa6 Nxc6 25. dxc6 exf4 26. Qb7#
66636	400	40.0	4118	26	1	Mate in 1	https://lichess.org/analysis/r4k1r/ppp3pp/3p4/2bNp1qn/4P3/1B3b1P/PPPP1P2/R1B1QRK1_w_-_-	Mate in 1	9	14. Kh2 Qg2#
114856	400	40.15	4142	62	2	Fork / Double Attack	https://lichess.org/analysis/r1b4r/ppppkpp1/8/7p/3NP2q/2P2P2/PP2K2b/R2Q1B1R_b_-_-	Fork / Double Attack	8	14. ... c5 15. Nf5+ Kf6 16. Nxh4
27790	2321	44.91	12124	54	3	Attacking f7/f2,Fork / Double Attack,Vulnerable King,Clearance Sacrifice	https://lichess.org/analysis/r1b2rk1/p1p3pp/2p5/2qp1p2/4nB2/3p1N2/PPP2PPP/R2QR1K1_w_-_-	Attacking f7/f2	4	14. Qxd3 Qxf2+ 15. Kh1 Qxe1+ 16. Rxe1 Nf2+
81365	400	40.0	4666	8	1	Mate in 1	https://lichess.org/analysis/r1bqkbn1/p1ppp1p1/8/1p1P3Q/4P2p/7P/PPP2PP1/RN2K2R_b_KQq_-	Mate in 1	9	11. ... g6 12. Qxg6#
28547	415	40.19	4528	12	1	Mate in 1	https://lichess.org/analysis/r3r1k1/ppp2ppp/5n2/8/8/2N3Qb/PPP2P1P/R1Bq2K1_w_-_-	Mate in 1	9	19. Nxd1 Re1#
186909	1224	45.47	64923	24	2	Fork / Double Attack,Remove the Defender,Zwischenzug	https://lichess.org/analysis/r1b1kb1r/pp1p1ppp/8/4n3/4P3/5N2/PqP2PPP/RN1QKB1R_w_KQkq_-	Zwischenzug	5	9. Qd4 Nxf3+ 10. gxf3 Qxd4
84301	400	41.1	20240	38	1	Pawn Promotion	https://lichess.org/analysis/1R2r3/P1Bp1p2/b1p2kpp/8/8/2P1b3/2K4P/8_b_-_-	Pawn Promotion	8	32. ... Bc8 33. a8=Q
47040	424	42.18	28238	43	2	Mate in 2	https://lichess.org/analysis/2kr1b1r/1p4p1/pn3p2/2p1p2p/1P2P3/PqP1BQP1/4B2P/R3KR2_w_Q_-	Mate in 2	9	20. Qf2 Qxc3+ 21. Bd2 Qxd2#
69022	413	40.0	5294	41	1	Mate in 1	https://lichess.org/analysis/rn2k1nr/ppp2ppp/8/4p3/3bq2P/R4b2/PP1PP1P1/RNBQKB2_w_Qkq_-	Mate in 1	9	14. gxf3 Qxh4#
174504	1556	45.08	56643	71	3	Back Rank,Endgame Tactics,Pawn Promotion,Remove the Defender,Simplification,Vulnerable King	https://lichess.org/analysis/5br1/1pRk2pp/1P1pNp1n/3Pp3/4P3/8/5PPP/6K1_b_-_-	Simplification	5	26. ... Ke8 27. Rxb7 Be7 28. Rb8+ Kf7 29. Rxg8
124969	944	44.14	54760	63	3	Decoy / Deflection,Fork / Double Attack,Remove the Defender	https://lichess.org/analysis/r2q1rk1/pp2b1pp/5n2/1N1pp1B1/8/3Q4/PPP2PPP/3R1RK1_b_-_-	Remove the Defender	14	15. ... Ne4 16. Bxe7 Qxe7 17. Qxd5+ Qf7 18. Qxe4
92485	1818	45.0	39987	33	2	Back Rank,Hanging Piece,Vulnerable King,Zwischenzug	https://lichess.org/analysis/rn2k1nr/pQ1b1pp1/3bp2p/3pq3/R3PB2/2N3P1/1P3P1P/5RK1_b_kq_-	Zwischenzug	4	17. ... Bc6 18. Qc8+ Ke7 19. Bxe5
133781	1656	44.98	42450	63	3	Decoy / Deflection,Interference,Mate in 3+,Mating Net,Overloading,Pin,Smothered Mate,Vulnerable King	https://lichess.org/analysis/r1bk3r/3p1ppp/pqpQ1R2/3P4/2B5/8/PPP3PP/4R2K_b_-_-	Smothered Mate	4	16. ... Qxb2 17. dxc6 Ra7 18. c7+ Rxc7 19. Qe7#
43931	400	40.46	4895	25	1	Mate in 1	https://lichess.org/analysis/r3r1k1/p4ppp/8/2pN4/Q7/2n2Pq1/PP4B1/R1B3K1_w_-_-	Mate in 1	9	23. Nxc3 Re1#
83002	640	41.97	32782	43	1	Discovered Attack	https://lichess.org/analysis/r4b2/pb2kp2/1pn1p3/8/QP3P2/P3q1P1/5NKP/R5NR_w_-_-	Discovered Attack	17	24. Ngh3 Nd4+
44364	555	41.69	33320	23	1	Hanging Piece	https://lichess.org/analysis/r1bqkb1r/2p3pp/p1np1p1n/1p1Bp3/1P1PP3/2P2N2/P4PPP/RNBQK2R_b_KQkq_-	Hanging Piece	17	8. ... Ne7 9. Bxa8
110121	403	71.2007	4263	15	1	Mate in 1	https://lichess.org/analysis/6k1/1N3pp1/p6p/6r1/5n2/P2b1P1P/P4P2/3B2KR_w_-_-	Mate in 1	9	29. Kh2 Rg2#
80071	410	40.0	4696	27	1	Mate in 1	https://lichess.org/analysis/r2k2nr/pbp1b1pp/1pnqp3/1B1pN2Q/P2P4/8/1PP2PPP/RNB1K2R_b_KQ_a3	Mate in 1	9	11. ... Nxe5 12. Qe8#
179573	1153	46.01	62675	89	4	Mate in 3+,Mating Net,Vulnerable King	https://lichess.org/analysis/r5k1/2nq2p1/3p1B2/2pP1p1Q/2P1p3/6P1/P1r2PK1/R6R_b_-_-	Vulnerable King	14	31. ... gxf6 32. Qh8+ Kf7 33. Rh7+ Kg6 34. Rh6+ Kg5 35. Qxf6+
187531	1150	45.24	62360	38	3	Attacking Castled King,Basic Checkmates,Mate in 3+,Vulnerable King,Zwischenzug	https://lichess.org/analysis/7k/5p1p/P3p3/2q1P1PQ/2P2P2/3r4/P2r3P/R4R1K_w_-_-	Attacking Castled King	5	36. Rfd1 Qc6+ 37. Qf3 Qxf3+ 38. Kg1 Qg2#
108698	1030	45.88	57064	45	1	Pin	https://lichess.org/analysis/r3k2r/ppp2ppp/2n2n2/3qp3/3P2b1/2P1PNP1/P4P1P/R1BQKB1R_w_KQkq_-	Pin	14	9. Bg2 e4
93978	964	44.35	62587	42	3	Back Rank,Decoy / Deflection,Mate in 3+,Mating Net	https://lichess.org/analysis/r2qkb1Q/ppp5/4p1p1/8/4n3/8/PPP1nPPP/RNB2RK1_w_q_-	Back Rank	14	13. Kh1 Nxf2+ 14. Rxf2 Qd1+ 15. Rf1 Qxf1#
36380	400	40.0	4423	23	2	Mate in 2	https://lichess.org/analysis/2k1r3/ppp2ppp/8/8/2n5/8/PPP2PPP/3NK2R_w_K_-	Mate in 2	9	18. Kf1 Nd2+ 19. Kg1 Re1#
51047	413	41.24	6745	21	1	Mate in 1	https://lichess.org/analysis/3q2k1/1R1p1ppp/p7/8/3B4/7N/P1Q2PPP/4rnK1_w_-_-	Mate in 1	9	26. Qd2 Nxd2#
186979	821	42.23	43124	56	3	Skewer,Trapped Piece	https://lichess.org/analysis/rn3rk1/pp2ppbp/6p1/2pq1b2/7N/2PP3P/PP2BPP1/R1BQ1RK1_b_-_-	Skewer	18	11. ... Bd7 12. Bf3 Qd6 13. Bxb7 Nc6 14. Bxa8
144962	729	43.59	49668	30	2	Mate in 2	https://lichess.org/analysis/1rbqr1k1/R2p1ppp/1p6/1Pb1P3/3Nn3/1QPp2P1/7P/2B1KBR1_b_-_-	Mate in 2	14	21. ... d6 22. Qxf7+ Kh8 23. Qxg7#
107365	1507	45.18	59226	36	3	Fork / Double Attack,Remove the Defender,Simplification,Zwischenzug	https://lichess.org/analysis/5k2/p3p2p/1p4p1/5p2/2PBn3/PB2P2P/4n1P1/6K1_w_-_-	Simplification	5	31. Kf1 Nxd4 32. exd4 Nd2+ 33. Ke2 Nxb3
95347	667	42.07	34315	60	2	Mate in 3+	https://lichess.org/analysis/5rk1/ppp3pp/8/3pN3/1Q1P4/2N3P1/PP2K2P/5q2_w_-_-	Mate in 3+	17	21. Kd2 Rf2+ 22. Ke3 Qe1+
219529	2618	42.15	5807	78	4	Pawn Promotion,Remove the Defender,Vulnerable King	https://lichess.org/analysis/1k2b2r/4bpp1/p2pp1P1/1p3P2/2q1P3/4B3/PPPQN2P/1K1R4_b_-_-	Pawn Promotion	4	1. ... Rxh2 2. f6 Rxe2 3. fxg7 Rxd2 4. Bxd2 fxg6 5. g8=Q
81578	402	40.0	4466	83	4	Mate in 3+	https://lichess.org/analysis/7k/R2b2rp/pp1p3r/4p3/4P1P1/1B1PbP1P/PP5K/7R_b_-_-	Mate in 3+	9	26. ... Rf6 27. Ra8+ Bc8 28. Rxc8+ Rf8 29. Rxf8+ Rg8 30. Rxg8#
94266	400	40.16	4391	13	1	Mate in 1	https://lichess.org/analysis/r3r1k1/5pp1/4R2p/8/p1qB2Q1/6P1/5PKP/3R4_b_-_-	Mate in 1	9	35. ... Rxe6 36. Qxg7#
171152	403	40.0	4315	21	2	Mate in 2	https://lichess.org/analysis/6k1/B1p2rpp/1p1p4/4p3/3PP3/2P3Q1/P1P1n1PP/7K_w_-_-	Mate in 2	9	23. Qe3 Rf1+ 24. Qg1 Rxg1#
44914	427	42.37	8239	44	1	Hanging Piece	https://lichess.org/analysis/rn2k2r/p3b3/bpp1pqpn/3pNp1p/P4P2/2NPP1PP/2P1Q3/1RB1KB1R_b_Kkq_-	Hanging Piece	9	14. ... Qh4 15. gxh4
33778	2672	42.31	5278	125	2	Discovered Attack,Mating Net	https://lichess.org/analysis/1r2r3/2qb2pk/5b2/p1BP1N2/7p/1P1Q3P/P7/1K1R2R1_b_-_-	Discovered Attack	4	28. ... Qxc5 29. Nxg7+ Kh8 30. Qg6
152682	1502	44.97	35712	53	2	Trapped Piece	https://lichess.org/analysis/r4rk1/5ppp/p1p5/2q5/4P3/3bbP2/PP1BN1PP/2KRQ2R_w_-_-	Trapped Piece	4	23. Nc3 Bf2 24. Bf4 Bxe1
35883	858	43.83	56749	46	2	Discovered Attack	https://lichess.org/analysis/r1bn1r1k/3p2nN/3N2p1/p1q5/2B5/P1Q1P3/1P3PPP/3RK2R_b_K_-	Discovered Attack	14	23. ... Kxh7 24. Bg8+ Kxg8 25. Qxc5
35276	1342	45.37	63579	110	3	Exchange Sacrifice,Pin	https://lichess.org/analysis/2r3k1/4rpb1/pB2p3/1p1qN2Q/5P2/1PP5/P5P1/4R2K_w_-_-	Exchange Sacrifice	5	33. Bd4 f6 34. Qh4 fxe5 35. Qxe7 exd4
92164	421	40.44	6725	47	1	Mate in 1	https://lichess.org/analysis/r1b1kb1r/p2ppppp/1p6/P7/8/P4N2/2nBKPPP/3R1B1R_w_kq_-	Mate in 1	9	13. axb6 Ba6#
40540	1418	45.1	55405	50	2	Trapped Piece	https://lichess.org/analysis/2r4k/ppr1pp1p/1n1pb1pP/1Bq3P1/4PP2/P1N5/1PPQ1R2/2KR4_b_-_-	Trapped Piece	5	21. ... Bc4 22. b4 Qxf2 23. Qxf2
37341	1080	45.7	65229	32	3	Fork / Double Attack,X-Ray Attack	https://lichess.org/analysis/6k1/p4pbp/1p2p1p1/8/3P1P2/PP1R4/1Br3PP/6K1_w_-_-	X-Ray Attack	2	32. Bc3 Rxc3 33. Rxc3 Bxd4+ 34. Kf1 Bxc3
92014	1131	45.84	65932	30	1	Attacking Castled King	https://lichess.org/analysis/2rbr3/5k2/p2qn1pQ/3Np2p/2B5/P7/5RPP/6K1_b_-_-	Attacking Castled King	2	39. ... Kg8 40. Qxg6+
110779	877	44.32	52740	25	1	Mate in 3+,Mating Net,Pawn Promotion	https://lichess.org/analysis/1k6/p4R1p/B1Pp4/8/P1P5/8/1rr5/6K1_b_-_-	Pawn Promotion	14	38. ... h5 39. c7+
160254	2089	44.99	22874	56	3	Pin,Queen Sacrifice,Simplification	https://lichess.org/analysis/r5k1/ppp2Bpp/5q2/4r3/3pP1b1/3P1N2/PPP2PK1/R2Q3R_b_-_-	Queen Sacrifice	4	18. ... Kh8 19. Nxe5 Bxd1 20. Ng6+ Qxg6+ 21. Bxg6
41372	1687	44.97	51784	91	3	Back Rank,Decoy / Deflection,Fork / Double Attack	https://lichess.org/analysis/3R1nk1/p4qpp/8/4QP2/2rB4/P2r4/7P/4R1K1_b_-_-	Back Rank	5	39. ... Rd2 40. Rxf8+ Qxf8 41. Qd5+ Kh8 42. Qxc4
31381	1629	44.96	50826	48	2	Decoy / Deflection,Defense,Hanging Piece,Zwischenzug	https://lichess.org/analysis/4N3/5p2/6k1/3p2p1/3Bn3/2P5/2r3PP/4KB2_w_-_-	Zwischenzug	4	41. Nd6 Rc1+ 42. Ke2 Nxd6
43971	413	40.15	18254	41	1	Mate in 1,Smothered Mate	https://lichess.org/analysis/5rQk/6pp/7N/8/P2R4/4P1P1/5P1P/2r1qBK1_b_-_-	Smothered Mate	17	34. ... Rxg8 35. Nf7#
32605	876	43.95	51273	60	1	Trapped Piece	https://lichess.org/analysis/2r2rk1/qp2b1pp/p1n1b3/2p2p2/Q1Np4/1N1P2P1/PP2PPBP/2R2RK1_w_-_-	Trapped Piece	15	18. Ncd2 b5
42899	810	43.28	51869	65	3	Discovered Attack,Queen Sacrifice	https://lichess.org/analysis/r4rk1/6pp/pp1b4/2pPpb2/4p3/PPP1q3/1BQ1BRPP/R5K1_w_-_-	Queen Sacrifice	14	23. Bc1 Qxf2+ 24. Kxf2 e3+ 25. Kxe3 Bxc2
44309	810	43.31	54466	27	2	Fork / Double Attack	https://lichess.org/analysis/rn2qrk1/ppp2ppp/5n2/Q7/2PK4/1P6/P2NbPPP/R1B2B1R_w_-_-	Fork / Double Attack	14	15. Bxe2 Nc6+ 16. Kc3 Nxa5
60513	748	42.49	42924	37	2	Remove the Defender	https://lichess.org/analysis/8/R4p1k/4b2p/3p4/8/7r/P3R1K1/8_b_-_-	Remove the Defender	14	35. ... Kg6 36. Rxe6+ fxe6 37. Kxh3
92553	1393	45.29	61190	78	3	Decoy / Deflection,Mate in 3+,Mating Net,Vulnerable King	https://lichess.org/analysis/r6r/pp2bpp1/1kp1bn1p/8/P3PB2/3B4/1P3PPP/RN3RK1_b_-_a3	Decoy / Deflection	2	14. ... g5 15. a5+ Kc5 16. Rc1+ Kb4 17. Bd2+
32919	2599	44.29	5715	103	3	Decoy / Deflection,Queen Sacrifice	https://lichess.org/analysis/rn3k2/pp5p/3Prb1B/2p2R1Q/8/2N5/Pq4PP/7K_b_-_-	Queen Sacrifice	4	23. ... Kg8 24. Qg5+ Kh8 25. Bg7+ Kg8 26. Bxf6+
30391	667	42.26	29941	32	1	Pawn Promotion	https://lichess.org/analysis/8/6k1/3P4/4p1p1/8/3Q4/P1K1P1p1/5q2_w_-_-	Pawn Promotion	17	51. d7 g1=Q
49994	1271	45.33	62589	58	3	Decoy / Deflection,Fork / Double Attack,Hanging Piece,Remove the Defender,Skewer,Zwischenzug	https://lichess.org/analysis/r1n2r1k/7p/2p2ppP/p1n1P3/Pp1q2P1/1B1P2Q1/1PPB3R/1K1R4_b_-_-	Skewer	5	27. ... Nb6 28. Be3 Qxe5 29. Qxe5 fxe5 30. Bxc5
58947	2849	42.77	3380	89	8	Decoy / Deflection,Endgame Tactics,Skewer	https://lichess.org/analysis/1B4b1/1P6/8/3pPp2/3k4/p7/4K3/8_b_-_-	Skewer	4	1. ... a2 2. Ba7+ Ke4 3. Bd4 Kxd4 4. b8=Q a1=Q 5. Qb4+ Kxe5 6. Qe7+ Kf4 7. Qh4+ Ke5 8. Qh8+ Kd6 9. Qxa1
92141	809	43.82	53381	39	1	Hanging Piece	https://lichess.org/analysis/r3k2r/1p1nb1p1/p2qpn1p/1Ppp2N1/N1P5/3P4/1P3PPP/R1BQ1RK1_w_kq_-	Hanging Piece	14	14. Qe2 hxg5
101361	1389	45.91	62402	21	1	Basic Checkmates,Mate in 3+,Mating Net	https://lichess.org/analysis/k5n1/p7/3Ppp1p/6p1/3N4/P1r5/5PPP/1R4K1_b_-_-	Basic Checkmates	2	27. ... Rd3 28. Nc6
146532	420	40.44	16330	43	2	Hanging Piece	https://lichess.org/analysis/r1b2rk1/3p1pp1/p2q1n1p/1pp1P3/5n2/P1PPNN1P/BP4P1/R2Q1RK1_b_-_-	Hanging Piece	8	19. ... Qe6 20. Bxe6 fxe6 21. exf6
194997	2055	44.74	27167	27	2	Attacking Castled King,Basic Checkmates,Mate in 2,Pin	https://lichess.org/analysis/r2q1rk1/pp1bppb1/2np3B/7R/3NP3/2N2p2/PPPQ4/2KR4_b_-_-	Attacking Castled King	4	16. ... Bg4 17. Qg5 Bxh5 18. Qxg7#
94681	400	40.0	3982	13	1	Mate in 1	https://lichess.org/analysis/r1b1r1k1/pp3ppQ/1npb3p/q2p4/3P3B/2n1P2P/PP1NRPP1/1BR3K1_b_-_-	Mate in 1	9	18. ... Kf8 19. Qh8#
155167	597	40.45	25452	22	1	Mate in 1	https://lichess.org/analysis/2kr3r/pp2Qpp1/5n2/2p4q/2Pp3P/1P5R/PB1P2BN/R5K1_b_-_-	Mate in 1	8	22. ... Rhe8 23. Qxb7#
65069	3014	41.56	2186	110	4	Stalemate	https://lichess.org/analysis/8/5k2/8/K2RP3/1p6/4p3/8/1B3b2_b_-_-	Stalemate	4	1. ... e2 2. e6+ Kxe6 3. Ba2 b3 4. Rd1 exd1=Q 5. Bxb3+
137146	927	44.31	53917	65	3	Remove the Defender	https://lichess.org/analysis/3rr1k1/pp3p1p/2pp1qp1/8/2P1B3/1P1QP2P/P4PP1/3R2K1_w_-_-	Remove the Defender	14	21. Qd4 Qxd4 22. Rxd4 c5 23. Rd3 Rxe4
41351	2105	44.98	26645	202	6	Attacking Castled King,Decoy / Deflection,Interference,Mating Net,Remove the Defender	https://lichess.org/analysis/r4q2/pp1b2pk/3p3p/4p3/2BnP1n1/2N1B3/PP4PP/R2Q3K_w_-_-	Interference	4	20. Bxd4 exd4 21. Qxd4 Qf4 22. g3 Qf3+ 23. Kg1 Ne3 24. Bf1 Rf8 25. Qd3 Qf2+
105849	1339	45.72	62287	73	1	Back Rank,Fork / Double Attack,Mate in 3+,Mating Net	https://lichess.org/analysis/1n1Q4/q4pk1/p2n1rpp/4p3/1P6/5B2/3R1PPP/2R3K1_b_-_-	Back Rank	14	30. ... Nb5 31. Rc8
110708	404	40.0	4569	30	1	Mate in 1	https://lichess.org/analysis/5r2/8/2Q5/1p6/2k2n2/R7/7K/5q2_b_-_-	Mate in 1	8	49. ... Kb4 50. Qc3#
58882	1731	45.04	40935	39	2	Decoy / Deflection,Mate in 3+,Sacrifice,Vulnerable King,Clearance Sacrifice	https://lichess.org/analysis/r2r2k1/ppqbbpBp/4p3/4P3/2BPQ3/1PP5/P5PP/R4RK1_b_-_-	Clearance Sacrifice	4	17. ... Kxg7 18. Rxf7+ Kxf7 19. Qxh7+
165566	1001	44.52	59505	46	3	Mate in 3+	https://lichess.org/analysis/r7/8/p4kp1/6Pp/PP2RP1P/8/5K2/8_b_-_-	Mate in 3+	14	38. ... Kf5 39. Kf3 Re8 40. Rxe8 a5 41. Re5#
105295	1992	44.91	19300	58	2	Fork / Double Attack,Pin	https://lichess.org/analysis/1k1r2nr/1b1p3p/1R1P4/4pq2/P1B1n1p1/2P2P2/6PP/3Q1RK1_b_-_-	Pin	4	23. ... Nxc3 24. Qb3 Qf4 25. Rxb7+
146320	841	43.98	49899	22	2	Decoy / Deflection,Remove the Defender	https://lichess.org/analysis/r3n3/5kp1/p4p2/1p1r4/3pqB1P/1P4Q1/1P1R2P1/4R1K1_b_-_-	Remove the Defender	14	37. ... Qg6 38. Re7+ Kxe7 39. Qxg6
143084	2368	44.97	7343	70	2	Mate in 3+,Mating Net	https://lichess.org/analysis/1r6/p1nk4/7p/6p1/P1KP1nP1/2P4P/4rP2/R2N3R_w_-_-	Mating Net	4	34. h4 Re6 35. d5 Re4+
